building_collapse,crash,earthquake,explosion,flood,haze,meteor,shoot,typhoon,wildfire
,"('shortfilm', 0.43315547789268444)","('angoram', 0.5259268453694949)","('consumido', 0.4204645694645498)","('skip', 0.803723727307937)",,,,"('rare', 0.3379208522173429)","('complacent', 0.4338021692129489)"
,"('consuelo', 0.432953911241661)","('embarassyourbestfriend', 0.5257361080994721)","('producto', 0.4204645694645498)","('belly', 0.8028080140005988)",,,,"('campuses', 0.33755463290055876)","('sincerely', 0.4338021692129489)"
,"('fortaleza', 0.432953911241661)","('lovethisgirl', 0.5257361080994721)","('irresponsable', 0.42046422167627184)","('gemini', 0.8026664602712611)",,,,"('manresa', 0.33755463290055876)","('dangerou', 0.4337803971027422)"
,"('habilitado', 0.432718585652765)","('sleepy', 0.5257361080994721)","('saliente', 0.42046422167627184)","('villariva', 0.8026664602712611)",,,,"('peublo', 0.33755463290055876)","('mess', 0.43374381622117936)"
,"('xima', 0.432718585652765)","('motherland', 0.5255729221377493)","('difundir', 0.42027342861717665)","('abstrong', 0.8023020707396424)",,,,"('bigyan', 0.33754996780365953)","('telephone', 0.4331932811899871)"
,"('wan', 0.4324180037172384)","('sischerza', 0.5254679132848867)","('confesi', 0.4200283624600848)","('oxford', 0.8022906275810524)",,,,"('manlilikha', 0.33754996780365953)","('audio', 0.4330838426976822)"
,"('capitalreports', 0.4323960659782644)","('pegar', 0.5254507939887073)","('pdvs', 0.4200283624600848)","('ayan', 0.8018323200010551)",,,,"('bobby', 0.337427967866705)","('utter', 0.4318352259836677)"
,"('deathwow', 0.43231338287239407)","('italians', 0.5251433709945189)","('pruebaculpable', 0.4200283624600848)","('flyover', 0.8014823960031277)",,,,"('father', 0.337427967866705)","('civil', 0.43148891056991306)"
,"('explain', 0.43223779320014394)","('comercial', 0.5250575674133933)","('relevo', 0.4200283624600848)","('ankle', 0.800838494597147)",,,,"('tues', 0.337427967866705)","('bbcupdat', 0.43085550433842845)"
,"('fatally', 0.43223779320014394)","('televisoras', 0.5250575674133933)","('brokenhearted', 0.41999602853557894)","('progetto', 0.8008000694441884)",,,,"('universityateneo', 0.337427967866705)","('festyseason', 0.4308243364689536)"
,"('transcript', 0.43223779320014394)","('completo', 0.5249486165603935)","('aprender', 0.41988918080447196)","('cocaine', 0.800645491029942)",,,,"('yap', 0.337427967866705)","('sonicbloom', 0.4308243364689536)"
,"('mercy', 0.43202988707226525)","('sydney', 0.5248129708560815)","('mio', 0.41988918080447196)","('collingwood', 0.800645491029942)",,,,"('ahead', 0.3372179535043091)","('telethon', 0.4307991612080285)"
,"('shuttle', 0.43202988707226525)","('empleados', 0.524678141907095)","('trascender', 0.41988918080447196)","('avere', 0.8003913101613531)",,,,"('electric', 0.3372179535043091)","('bellslineofroad', 0.4307975739539246)"
,"('postshuffle', 0.4319838180740191)","('salud', 0.524678141907095)","('jeez', 0.41949017967698765)","('leisure', 0.800110167163246)",,,,"('lapulapu', 0.3372179535043091)","('highpark', 0.43074735018637017)"
,"('scrum', 0.4319838180740191)","('earthquakelive', 0.5244743449910817)","('suddenly', 0.41943621760416605)","('abou', 0.8000992724827349)",,,,"('locals', 0.33717909031468835)","('depressivo', 0.43057978968972294)"
,"('spa', 0.4317628144594477)","('decoder', 0.5241312799106438)","('litter', 0.41923103853993193)","('temps', 0.7998278580837106)",,,,"('colossal', 0.3371111571736224)","('hospitalizado', 0.43057978968972294)"
,"('attach', 0.43175164166655977)","('clima', 0.5240097874835591)","('recovery', 0.4191344490960709)","('geography', 0.7998011305411814)",,,,"('sano', 0.3371111571736224)","('quadro', 0.43057978968972294)"
,"('strap', 0.43175164166655977)","('fijo', 0.5240097874835591)","('history', 0.41897950971258413)","('ferry', 0.7997323293116081)",,,,"('summit', 0.3371111571736224)","('antitax', 0.4304706922059851)"
,"('atre', 0.4317024794921559)","('bbq', 0.5236368145073826)","('lesson', 0.41897950971258413)","('practical', 0.7991274244740459)",,,,"('warsaw', 0.3371111571736224)","('beg', 0.4304706922059851)"
,"('montrent', 0.4315362980912209)","('cost', 0.5236368145073826)","('pdsva', 0.41897950971258413)","('tweed', 0.7990599240663159)",,,,"('yeb', 0.3371111571736224)","('ineedthis', 0.4302648113668604)"
,"('habitent', 0.43153557524805336)","('inspirit', 0.523380458299539)","('celebration', 0.41892035076223916)","('kababayan', 0.7990292775002659)",,,,"('journalist', 0.33707227742866097)","('loveit', 0.4302648113668604)"
,"('convoy', 0.43139336054266203)","('amistad', 0.5233502612375269)","('endurance', 0.41892035076223916)","('muna', 0.7988310889157819)",,,,"('crucial', 0.3370188163180224)","('melisandre', 0.43023629348440545)"
,"('glasgowhelicopterincident', 0.43136632894317556)","('tempisque', 0.5233502612375269)","('aportar', 0.41863899197203785)","('admu', 0.7983087280503776)",,,,"('solely', 0.3370188163180224)","('terrorsoh', 0.43023629348440545)"
,"('gta', 0.4312295891419409)","('wrong', 0.5232420776847629)","('hablando', 0.41863899197203785)","('fracked', 0.798220634417113)",,,,"('gracias', 0.3369673379202048)","('approx', 0.4302348827061607)"
,"('trevor', 0.4312295891419409)","('croce', 0.523025294692888)","('lugar', 0.41863899197203785)","('farmers', 0.7982161957477818)",,,,"('modis', 0.3369673379202048)","('hectares', 0.4302348827061607)"
,"('entrenamiento', 0.43112874189340805)","('rossa', 0.523025294692888)","('soluciones', 0.41863899197203785)","('uniti', 0.7981079761925706)",,,,"('ojo', 0.3369673379202048)","('lagoon', 0.4300958426735309)"
,"('policia', 0.4309716899576773)","('players', 0.5227031129105169)","('tonterias', 0.41863899197203785)","('rally', 0.7979210289361827)",,,,"('sistema', 0.3369673379202048)","('goto', 0.4299095097595802)"
,"('restore', 0.4309536454035841)","('wcoop', 0.5227031129105169)","('rescata', 0.4185641979518917)","('embassy', 0.7978546365070941)",,,,"('terra', 0.3369673379202048)","('coramba', 0.42986710351842794)"
,"('aes', 0.43092775277199413)","('albaniadate', 0.5224592622912076)","('roe', 0.4185641979518917)","('bridgeland', 0.7978415328648474)",,,,"('utc', 0.3369673379202048)","('wil', 0.4298576234682947)"
,"('delos', 0.4307962432008105)","('edep', 0.5224592622912076)","('eyewitness', 0.4184513053728392)","('oooh', 0.7973546525747528)",,,,"('fury', 0.33675759628346497)","('obtain', 0.42979955368502487)"
,"('lololololololol', 0.4307560784960086)","('iraq', 0.5224592622912076)","('militarize', 0.4184513053728392)","('kababayans', 0.7971507855644371)",,,,"('renege', 0.33675759628346497)","('fifteen', 0.4297936930568215)"
,"('indiahelicopter', 0.4306383418120435)","('iraqdate', 0.5224592622912076)","('plane', 0.4184513053728392)","('experts', 0.7971060122828495)",,,,"('diedwhile', 0.3366273376043087)","('aunt', 0.42946356497330623)"
,"('wishers', 0.4305546648375987)","('goodness', 0.5221586237954251)","('corazondemipatria', 0.4182780084731112)","('flashflood', 0.7971004200568936)",,,,"('fastthe', 0.3366273376043087)","('uncle', 0.42946356497330623)"
,"('technical', 0.4303029163144117)","('goosebumps', 0.5221073338899048)","('felicitaciones', 0.4182780084731112)","('deepen', 0.7968485024929907)",,,,"('furious', 0.3366273376043087)","('regraded', 0.42939331685648546)"
,"('genuinely', 0.43019926548425264)","('nikolski', 0.522105220314485)","('reliable', 0.4181726086687207)","('tonights', 0.795952214067693)",,,,"('paulwalker', 0.3366273376043087)","('climbers', 0.4293381822344782)"
,"('killin', 0.4299460838658342)","('alahora', 0.5219813301874102)","('allstar', 0.41806379746728206)","('ricordo', 0.795811933154182)",,,,"('abangan', 0.3364905704116424)","('japanese', 0.4293381822344782)"
,"('nimoaespa', 0.42952639157855094)","('lone', 0.5219458650419442)","('onlythreehighsocks', 0.41806379746728206)","('umaga', 0.795496824110343)",,,,"('kaugnay', 0.3364905704116424)","('mckinley', 0.4293381822344782)"
,"('joint', 0.4294350939423296)","('pine', 0.5219458650419442)","('sweetcaps', 0.41806379746728206)","('doors', 0.7945764799195447)",,,,"('newstv', 0.3364905704116424)","('sumco', 0.4293381822344782)"
,"('transcontinental', 0.4294350939423296)","('ninetynine', 0.5218061415421549)","('tbt', 0.41806379746728206)","('pbb', 0.7944791911168183)",,,,"('tibaypilipino', 0.3364905704116424)","('sydneyhave', 0.4293227447787718)"
,"('gop', 0.42932826308499605)","('quote', 0.52152253821821)","('advierte', 0.4178032695002162)","('pinipiling', 0.7944791911168183)",,,,"('twac', 0.3364905704116424)","('newswire', 0.4291608656026439)"
,"('spainwere', 0.4292346544708158)","('storify', 0.52152253821821)","('exsubgerente', 0.4178032695002162)","('rodeo', 0.7943363120496666)",,,,"('optimism', 0.33619457791054114)","('waive', 0.4291608656026439)"
,"('photoedwin', 0.4288761362325486)","('prayforcebuandbohol', 0.521448004075855)","('perdi', 0.4178032695002162)","('carson', 0.7939628957100087)",,,,"('authorize', 0.3359064588882724)","('outsource', 0.4288128734810744)"
,"('valero', 0.4288761362325486)","('ciaomelissa', 0.5211402896350376)","('discurso', 0.41765047293437807)","('silver', 0.7933842799127426)",,,,"('certify', 0.3359064588882724)","('science', 0.4288128734810744)"
,"('patrons', 0.42885962484954393)","('adiks', 0.5211148261661281)","('firewall', 0.4175021725035447)","('ridiculous', 0.7932470678137119)",,,,"('supplemental', 0.3359064588882724)","('tha', 0.4286067812084963)"
,"('unconscious', 0.42885962484954393)","('contigo', 0.5209463502726921)","('explosioncouldnt', 0.4172719193520757)","('passo', 0.7928745233043069)",,,,"('urgency', 0.3359064588882724)","('nat', 0.42857628986403534)"
,"('siterefers', 0.4288367184466694)","('llegamos', 0.5209463502726921)","('excellent', 0.4170723054736281)","('buona', 0.7928631987429284)",,,,"('booth', 0.3355851627803981)","('northwestern', 0.42776572124371104)"
,"('cite', 0.42881626271831913)","('twreporteros', 0.520851263200201)","('subsequent', 0.4170723054736281)","('coordination', 0.792362958997918)",,,,"('caf', 0.3355851627803981)","('winddriven', 0.42776572124371104)"
,"('halfmast', 0.42880914129074116)","('tomada', 0.5208421845620921)","('initial', 0.4169488022956583)","('baseco', 0.7922248991985587)",,,,"('fri', 0.3355851627803981)","('explore', 0.4276252393807131)"
,"('uknews', 0.42880914129074116)","('hahahahahaha', 0.5206631213680292)","('theyll', 0.41668445795773473)","('aspen', 0.792094878842616)",,,,"('gonzaga', 0.3355851627803981)","('interactive', 0.4276252393807131)"
,"('fuoco', 0.42870102446640024)","('glad', 0.5204941213654136)","('gre', 0.41635471512523076)","('lockyervalley', 0.7917994527253361)",,,,"('til', 0.3355851627803981)","('suck', 0.42757073602369106)"
,"('mostruoso', 0.42870102446640024)","('fee', 0.5201484047584611)","('produce', 0.41635471512523076)","('headquarter', 0.7917398871972806)",,,,"('afghan', 0.3350902821624809)","('excessive', 0.4274792595712893)"
,"('metlife', 0.4284313925280604)","('overload', 0.5201484047584611)","('reactions', 0.41635471512523076)","('cheer', 0.7911494043757351)",,,,"('checkpoint', 0.3350902821624809)","('unseasonable', 0.42734860475332764)"
,"('stadium', 0.4284313925280604)","('peo', 0.5200740069312562)","('obtain', 0.4163524819835229)","('sufferin', 0.790679894779345)",,,,"('delta', 0.3350902821624809)","('remadigitalmedia', 0.42729298871646276)"
,"('mytk', 0.42841989869224784)","('nicaraguense', 0.5199797350801076)","('previous', 0.4163524819835229)","('fireman', 0.7906439495623521)",,,,"('royal', 0.3350902821624809)","('yahoonews', 0.42729298871646276)"
,"('upgrade', 0.428200747387228)","('atv', 0.5198843375504903)","('admit', 0.41631140053960897)","('poteva', 0.7905392891687077)",,,,"('sarakala', 0.3350902821624809)","('postar', 0.42695492082629)"
,"('ahn', 0.4280447696291561)","('mateo', 0.5196225647921473)","('garantizar', 0.4161871467262452)","('goodna', 0.7904768358729768)",,,,"('correio', 0.33507043251351143)","('aquele', 0.42693932057912043)"
,"('kisook', 0.4280447696291561)","('dramatic', 0.5189047471635548)","('trabajamos', 0.4161871467262452)","('busy', 0.7903236051693248)",,,,"('das', 0.33507043251351143)","('infernal', 0.42693932057912043)"
,"('puni', 0.42789558964255336)","('photojournalism', 0.5189047471635548)","('engage', 0.41607075018456285)","('temporary', 0.790261957676706)",,,,"('deus', 0.33507043251351143)","('lembrou', 0.42693932057912043)"
,"('remaniement', 0.42789558964255336)","('cape', 0.5188244425842589)","('purport', 0.41607075018456285)","('successo', 0.790252767674384)",,,,"('longo', 0.33507043251351143)","('americaif', 0.42682781097314215)"
,"('difunden', 0.42788691052050876)","('yakataga', 0.5188244425842589)","('henrique', 0.4160373686636116)","('vicinanza', 0.7897275866147297)",,,,"('mero', 0.33507043251351143)","('sparklers', 0.42682781097314215)"
,"('leadnow', 0.42788505413740086)","('notturne', 0.5186281842601329)","('radonski', 0.4160373686636116)","('edworthy', 0.789488644398951)",,,,"('mortes', 0.33507043251351143)","('admission', 0.42637036090437075)"
,"('findelacita', 0.42766184772722715)","('earthquakestrikes', 0.5182502856844482)","('examples', 0.41581789904175415)","('bug', 0.7894739017590309)",,,,"('nteo', 0.33507043251351143)","('passable', 0.42637036090437075)"
,"('sab', 0.42766184772722715)","('history', 0.5182502856844482)","('overwhelm', 0.41581789904175415)","('meglio', 0.7891146205760431)",,,,"('urg', 0.33507043251351143)","('spec', 0.42637036090437075)"
,"('can', 0.427505890601707)","('dato', 0.5181286560554134)","('photoset', 0.41581789904175415)","('growers', 0.7887736984013919)",,,,"('daniels', 0.3349512936176823)","('estudantes', 0.42615370333990615)"
,"('guests', 0.427505890601707)","('actual', 0.5178434355484588)","('usatodaysports', 0.41581789904175415)","('mile', 0.7887612778487729)",,,,"('lactate', 0.3349512936176823)","('achieve', 0.42591418561841876)"
,"('allan', 0.4273648436461123)","('football', 0.5177420916679989)","('honoralasvictimas', 0.41550422353366195)","('handle', 0.7887495184336111)",,,,"('ugochi', 0.3349512936176823)","('discourse', 0.42591418561841876)"
,"('bonner', 0.4273648436461123)","('facolt', 0.5175517772043373)","('verga', 0.41550422353366195)","('dot', 0.78825484348402)",,,,"('gettogether', 0.3346341677920062)","('hatebased', 0.42591418561841876)"
,"('communication', 0.4273648436461123)","('psicologia', 0.5175517772043373)","('kedua', 0.4154003302585594)","('governments', 0.7879991918463825)",,,,"('pool', 0.3346341677920062)","('hodgepodge', 0.42591418561841876)"
,"('tremendous', 0.4273271750286369)","('mourn', 0.5171868794004101)","('almacen', 0.41537711296130986)","('tarragindi', 0.7876223783287383)",,,,"('swim', 0.3346341677920062)","('acompanhe', 0.4258950228204709)"
,"('unthinkable', 0.4273271750286369)","('anori', 0.5171546745955027)","('frankestein', 0.41537711296130986)","('dose', 0.787610248851431)",,,,"('lokasyon', 0.3337472961056517)","('portalebc', 0.4258950228204709)"
,"('mir', 0.42726861967096913)","('cruces', 0.5171546745955027)","('miraflores', 0.41537711296130986)","('pomeriggio', 0.7873894244132064)",,,,"('panahontv', 0.3337472961056517)","('ministrieschurches', 0.42586880865194204)"
,"('viral', 0.42726861967096913)","('nope', 0.5168065775403076)","('barn', 0.4153437827741043)","('dorms', 0.7869101170463835)",,,,"('pacific', 0.3334243697399474)","('navigators', 0.42586880865194204)"
,"('decorate', 0.4269805598353148)","('zzz', 0.5168065775403076)","('cafe', 0.4153437827741043)","('listen', 0.7865415809309857)",,,,"('tsr', 0.3334243697399474)","('capacidade', 0.4257817851490015)"
,"('blades', 0.42682172972284266)","('sumatra', 0.5165309779705967)","('stockyard', 0.4153437827741043)","('natinal', 0.786441751994979)",,,,"('failon', 0.3332704415668924)","('ingressos', 0.4257817851490015)"
,"('examination', 0.42682172972284266)","('blogging', 0.5164926282010855)","('serian', 0.41532674742123704)","('paura', 0.7862088288563704)",,,,"('gaisano', 0.3332704415668924)","('vendeu', 0.4257817851490015)"
,"('rotor', 0.42682172972284266)","('huit', 0.5164926282010855)","('persevere', 0.41516197711896835)","('saskatchewan', 0.7854373399469565)",,,,"('mall', 0.3332704415668924)","('hallroadfire', 0.4251725051185601)"
,"('demolish', 0.42656253337909067)","('fattorieaperteer', 0.5164431031402501)","('africa', 0.41481131544568445)","('annual', 0.7849091012042115)",,,,"('ted', 0.3332704415668924)","('how', 0.4251725051185601)"
,"('maximize', 0.4265522314150113)","('ambot', 0.5164232753311169)","('southafrica', 0.41481131544568445)","('stupid', 0.7843441474331605)",,,,"('dignity', 0.3332139130914369)","('mountyorkroad', 0.4251725051185601)"
,"('nex', 0.4264937154301833)","('buas', 0.5164232753311169)","('rebuttal', 0.41479258690347776)","('foothills', 0.7842245651019533)",,,,"('planresponds', 0.3332139130914369)","('headlinepong', 0.425094904161639)"
,"('michael', 0.4264249505136007)","('mapabench', 0.5164232753311169)","('tri', 0.41479258690347776)","('phalert', 0.7835581773519695)",,,,"('mar', 0.3330847211925913)","('combine', 0.4250928726257355)"
,"('prouv', 0.4262071321521656)","('letsprayforthep', 0.5163367856884101)","('americalatina', 0.41474112373122457)","('regular', 0.7835531627516146)",,,,"('matataranta', 0.3330847211925913)","('scenario', 0.4250928726257355)"
,"('spuyt', 0.4261228232373641)","('octubre', 0.5162882614511276)","('aproxd', 0.41461798755525936)","('commit', 0.7820727208311851)",,,,"('nyan', 0.3330847211925913)","('worstcase', 0.4250928726257355)"
,"('accidentegalicia', 0.42597081987984314)","('cummed', 0.516279752702949)","('distancias', 0.41461798755525936)","('bucket', 0.7813914967700957)",,,,"('romualdez', 0.3330847211925913)","('summary', 0.4250309693226557)"
,"('suma', 0.42597081987984314)","('oops', 0.516279752702949)","('escenario', 0.41461798755525936)","('lanes', 0.7811848099520009)",,,,"('tanggi', 0.3330847211925913)","('bicycle', 0.42486090899753426)"
,"('valencia', 0.42597081987984314)","('ampliada', 0.516094204418167)","('esferas', 0.41461798755525936)","('mettersi', 0.7807637408537035)",,,,"('dav', 0.33288691378315777)","('davidyoung', 0.42486090899753426)"
,"('judgement', 0.42596746046698497)","('heartbre', 0.5158298334213067)","('associate', 0.4145596184420105)","('amongst', 0.7805987899102254)",,,,"('thephilstar', 0.33288691378315777)","('moose', 0.4247231393996437)"
,"('reserve', 0.42596746046698497)","('scenes', 0.5158298334213067)","('teamfollowwack', 0.4145596184420105)","('rcmp', 0.7805278206808555)",,,,"('alma', 0.33269989841859227)","('skate', 0.4247231393996437)"
,"('nite', 0.425636494352701)","('kababay', 0.515359905210138)","('paperli', 0.41455407998020666)","('heritage', 0.7803084562868686)",,,,"('cousinspabloph', 0.33269989841859227)","('stick', 0.4247231393996437)"
,"('position', 0.42556954223096966)","('triunfo', 0.5145665406318176)","('marzo', 0.41444876527138064)","('raft', 0.7801457482257285)",,,,"('isnt', 0.33269989841859227)","('tranquilize', 0.4247231393996437)"
,"('regard', 0.42556954223096966)","('prevenire', 0.5139450752529063)","('ache', 0.41442655847283294)","('buongiornouncazzo', 0.779206011018729)",,,,"('stroll', 0.33269989841859227)","('bisonfire', 0.4244255454989071)"
,"('newsa', 0.4255542673475452)","('rfid', 0.5139450752529063)","('closer', 0.41442655847283294)","('crush', 0.7791995695046953)",,,,"('summer', 0.33269989841859227)","('directly', 0.4242958644445631)"
,"('despicable', 0.4253701722314037)","('etn', 0.5136569189178987)","('atinge', 0.4142562055137377)","('chase', 0.7791975778563367)",,,,"('closely', 0.3324006675833157)","('paceway', 0.4242958644445631)"
,"('slag', 0.4253701722314037)","('hiere', 0.513401104695915)","('brica', 0.4142562055137377)","('expense', 0.779161358007652)",,,,"('mdrmmc', 0.3324006675833157)","('screen', 0.4242554579673313)"
,"('goers', 0.42532724750329637)","('pope', 0.5133609480736042)","('explos', 0.4142562055137377)","('ricordiamo', 0.7791009709014065)",,,,"('moisespadilla', 0.3324006675833157)","('usin', 0.4242554579673313)"
,"('couple', 0.4248623387335735)","('manga', 0.5132767946599099)","('colegas', 0.414198815422896)","('sir', 0.7790942818704703)",,,,"('neg', 0.3324006675833157)","('provis', 0.42410805704685756)"
,"('glasgowcrash', 0.4248623387335735)","('olvid', 0.5132767946599099)","('same', 0.414198815422896)","('segnalazioni', 0.7790435289081148)",,,,"('occ', 0.3324006675833157)","('bach', 0.4239898154435279)"
,"('injurieshelicoptercrash', 0.4248623387335735)","('dhet', 0.5131560940836549)","('sentido', 0.414198815422896)","('chat', 0.7789714878406145)",,,,"('magbawas', 0.33220655124696835)","('funder', 0.4239898154435279)"
,"('descarrile', 0.4248368296746858)","('nottata', 0.5131497623563566)","('nyc', 0.413827597828061)","('speranza', 0.7789262428635779)",,,,"('lukiebeat', 0.33197564225138015)","('pprta', 0.4239898154435279)"
,"('punteria', 0.4248368296746858)","('bianco', 0.5131265510647315)","('emts', 0.41380529801692945)","('angelo', 0.7784093993592044)",,,,"('maaari', 0.33179063011975823)","('purpose', 0.4237670021606644)"
,"('talleres', 0.4248368296746858)","('faccio', 0.5131265510647315)","('hazmat', 0.41345897305372076)","('unicredit', 0.7783133091196613)",,,,"('magbigay', 0.33179063011975823)","('iwillstopwhiningnow', 0.4236378869602609)"
,"('yeta', 0.4248368296746858)","('didyouknow', 0.5128029523570719)","('involvement', 0.41345897305372076)","('billiton', 0.7780094724893185)",,,,"('tulungan', 0.33179063011975823)","('diario', 0.4234592591446216)"
,"('llevado', 0.4247420847766512)","('pia', 0.5121395942544574)","('medic', 0.41345897305372076)","('kloppers', 0.7780094724893185)",,,,"('gusting', 0.3316818822113654)","('justinbieber', 0.42340262896295666)"
,"('conversation', 0.42467556126426476)","('argentinadate', 0.5114177549588207)","('goodmorning', 0.4134420195995187)","('marius', 0.7780094724893185)",,,,"('iamforpeace', 0.33156784947786316)","('prayforsan', 0.42330666458591715)"
,"('hardly', 0.42467556126426476)","('dobo', 0.5107267685174502)","('crea', 0.4133895061710892)","('parlamento', 0.7778158132919462)",,,,"('pinoys', 0.33156784947786316)","('windfu', 0.4232905322465799)"
,"('msm', 0.42467556126426476)","('guida', 0.5105533734097583)","('acuerdatedelsabotaje', 0.4130525545049055)","('apocalypse', 0.7778050475675462)",,,,"('haiyanaffected', 0.3314246238114317)","('salary', 0.42320710056157407)"
,"('movielike', 0.4246251761455219)","('gaete', 0.5105287037611758)","('pensamos', 0.4130525545049055)","('divert', 0.7772527412811835)",,,,"('toilets', 0.3314246238114317)","('defensible', 0.42314093242230777)"
,"('madri', 0.42447999144308274)","('proyecto', 0.5105287037611758)","('recuento', 0.4130525545049055)","('correctly', 0.7770031911336948)",,,,"('treatment', 0.3314246238114317)","('cockerspaniel', 0.4229654638457443)"
,"('alouettes', 0.4243572742192321)","('notables', 0.5105245097431995)","('verlo', 0.4130525545049055)","('shakespeare', 0.7769500930131348)",,,,"('units', 0.3314246238114317)","('mydog', 0.4229654638457443)"
,"('collect', 0.4243572742192321)","('heal', 0.5105155377107293)","('abraham', 0.4127647731415097)","('malate', 0.7766579089707255)",,,,"('jazeera', 0.33137281828076903)","('superfire', 0.4229286238796036)"
,"('foglia', 0.424105646537685)","('restoration', 0.5105155377107293)","('escuche', 0.41196075458687303)","('porta', 0.7763411175961168)",,,,"('obamacare', 0.33137281828076903)","('carwin', 0.4229118351868938)"
,"('pierre', 0.424105646537685)","('hahhahahahaha', 0.5103783209564267)","('explican', 0.41196075458687303)","('abnn', 0.7761800737039533)",,,,"('ford', 0.3312405933585267)","('heavyweight', 0.4229118351868938)"
,"('impresiones', 0.42408446844578945)","('abces', 0.5101356074913934)","('unionradio', 0.41196075458687303)","('burnettriver', 0.7755065777881652)",,,,"('hurik', 0.3312405933585267)","('octagon', 0.4229118351868938)"
,"('recogiendo', 0.42408446844578945)","('annunciato', 0.5100802988635889)","('rape', 0.4116779690972122)","('fortunata', 0.775447081267331)",,,,"('kevin', 0.3312405933585267)","('ufc', 0.4229118351868938)"
,"('seguimos', 0.42408446844578945)","('luttonazionale', 0.5100802988635889)","('parkrun', 0.41164164198672387)","('direzione', 0.7753574905098242)",,,,"('kter', 0.3312405933585267)","('cancellation', 0.42274861479291254)"
,"('tus', 0.42408446844578945)","('prossimo', 0.5100802988635889)","('emblema', 0.4116361848760623)","('stairs', 0.7752225827126022)",,,,"('pusto', 0.3312405933585267)","('motorsports', 0.42274861479291254)"
,"('booklet', 0.42374104044019917)","('solidario', 0.5099728731971782)","('socialismo', 0.4116361848760623)","('trash', 0.7751463855433136)",,,,"('vyfotil', 0.3312405933585267)","('descobre', 0.42272984495593474)"
,"('harlem', 0.42360493102319424)","('eqs', 0.50988916564691)","('amidst', 0.41155211492042765)","('ricerche', 0.7750048320804068)",,,,"('nanonood', 0.33043873151839304)","('gissoni', 0.42272984495593474)"
,"('recommend', 0.42360493102319424)","('worlds', 0.5098082968728599)","('chaoslets', 0.41155211492042765)","('coinvolti', 0.7749174148525371)",,,,"('paupdate', 0.33043873151839304)","('bunch', 0.4226627693376895)"
,"('defienden', 0.4235324840767251)","('nonleggerlo', 0.509184951341829)","('doc', 0.41131847920241016)","('centinaia', 0.7746476283897767)",,,,"('cdos', 0.33005513244002516)","('coloradoand', 0.4226627693376895)"
,"('excelente', 0.4235324840767251)","('res', 0.509184951341829)","('correcto', 0.411197397554255)","('accc', 0.7744979220632606)",,,,"('iligans', 0.33005513244002516)","('jornalismo', 0.42262872596102896)"
,"('profesional', 0.4235324840767251)","('titoli', 0.509184951341829)","('entregan', 0.41117654761481354)","('ana', 0.7744820573074)",,,,"('prepping', 0.33005513244002516)","('sbt', 0.42262872596102896)"
,"('leeds', 0.4232437035083833)","('camera', 0.5091800886414237)","('engagement', 0.41108090329312896)","('rapid', 0.7739727505980178)",,,,"('abs', 0.32957234566593424)","('negligence', 0.42249349709404876)"
,"('gordonsmart', 0.4231089445098482)","('mnento', 0.5091290393358013)","('swat', 0.41108090329312896)","('yrc', 0.7738756746681481)",,,,"('allstar', 0.32957234566593424)","('prosecutors', 0.42249349709404876)"
,"('raf', 0.42304439480352357)","('philippi', 0.5091290393358013)","('texting', 0.41102888485079725)","('easier', 0.7735424595663287)",,,,"('present', 0.32957234566593424)","('incidente', 0.4223467378926381)"
,"('stenhousemuir', 0.42304439480352357)","('anger', 0.5085130029189926)","('chavista', 0.4107609250688969)","('wing', 0.7734807154384413)",,,,"('sundays', 0.32957234566593424)","('sinto', 0.4223467378926381)"
,"('ajusta', 0.4230441600064499)","('reoccupied', 0.5085130029189926)","('extremo', 0.4107609250688969)","('cowboy', 0.7733157714958875)",,,,"('tabang', 0.32957234566593424)","('bio', 0.42172595418320563)"
,"('mortales', 0.4230441600064499)","('desplazadas', 0.508453188944495)","('incompetencia', 0.4107609250688969)","('misericordie', 0.7733037197076933)",,,,"('despu', 0.3294655535260272)","('fofa', 0.42169437855484904)"
,"('elections', 0.42274035741801963)","('ichinoseki', 0.5082476812751822)","('chechya', 0.41069868265205445)","('pronte', 0.7733037197076933)",,,,"('ellos', 0.3294655535260272)","('inclusive', 0.42169437855484904)"
,"('qcpoli', 0.42274035741801963)","('sicos', 0.508187172920549)","('bendice', 0.41046561086138017)","('reassure', 0.7731600683429976)",,,,"('mes', 0.3294655535260272)","('courageous', 0.4213025713333305)"
,"('fault', 0.4225936195316081)","('suministros', 0.508187172920549)","('diosito', 0.41046561086138017)","('washington', 0.7728698717399409)",,,,"('millones', 0.3294655535260272)","('greentweets', 0.42117039065845224)"
,"('tomorrowspaperstoday', 0.4225936195316081)","('adiosmessenger', 0.5081453641744511)","('soutiens', 0.4103499745771753)","('importance', 0.7720773852427083)",,,,"('retuitea', 0.3294655535260272)","('snowpack', 0.42117039065845224)"
,"('tuesdays', 0.4225936195316081)","('zumbido', 0.5081453641744511)","('ordenarle', 0.41030759924245813)","('lelenco', 0.7718630321415602)",,,,"('siguen', 0.3294655535260272)","('rmnp', 0.4211668557332081)"
,"('brigade', 0.42235014038670343)","('ameliarueda', 0.5081345729631802)","('silencio', 0.41030759924245813)","('northbound', 0.7714807346993839)",,,,"('easier', 0.32930869542511015)","('stellars', 0.4211668557332081)"
